elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,point_vector
6666,3,7,177,0,2,2,4,40,30,1,1,82,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,4.823,1,97,2,1,1,1
6761,3,8,178,0,2,3,4,0,0,2,1,82,96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0.908,1,131,4,2,0,2
6777,3,8,179,0,2,3,4,0,15,2,1,82,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,0.722,1,124,5,1,0,2
6791,3,8,180,0,2,3,4,0,30,2,1,83,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315,5.032,2,119,5,2,2,1
6809,3,8,181,0,2,3,4,15,30,2,2,84,97,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.269,0.287,0,0,0,0,0,1
6842,3,8,182,0,2,3,4,30,30,2,1,84,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,4.593,1,116,5,1,1,2
6862,3,8,183,0,2,3,4,30,40,2,1,84,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.608,5.21,1,121,1,2,1,2
6895,3,9,184,0,2,3,5,0,0,1,1,85,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,1.139,1,107,1,2,0,1
6911,3,9,185,0,2,3,5,15,0,1,2,85,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.269,15.449,2,102,2,2,1,2
6942,3,9,186,0,2,3,5,15,15,1,2,86,100,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.419,23.468,7,101,3,1,2,1
6982,3,9,187,0,2,3,5,30,15,1,1,87,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.963,17.57,3,111,2,1,2,1
7016,3,9,188,0,2,3,5,40,15,1,1,88,100,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,8.489,3,110,4,2,2,1
7112,3,10,189,0,2,4,5,0,0,2,2,89,100,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10.711,7.463,2,96,4,2,1,1
7145,3,10,190,0,2,4,5,15,0,2,1,89,101,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.715,9.606,3,122,3,2,2,2
7177,3,10,191,0,2,4,5,15,15,2,1,90,101,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.277,13.379,4,115,5,2,2,1
7206,3,10,192,0,2,4,5,30,15,2,2,91,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.054,8.976,2,97,1,2,1,1
7246,3,10,193,0,2,4,5,40,15,2,1,91,102,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.863,0.422,1,132,4,2,0,2
7262,3,10,194,0,2,4,5,40,30,2,1,91,103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.172,7.117,1,122,4,1,1,2
7304,3,10,195,0,2,4,5,40,40,2,2,92,103,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.831,7.305,2,99,2,2,2,1
7341,3,10,196,0,2,4,5,41,40,2,1,92,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.332,5.388,1,127,3,1,1,2
7435,3,10,197,0,2,4,5,40,40,2,1,92,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.743,8.134,1,133,4,2,1,2
7453,3,10,198,0,2,4,5,40,41,2,1,92,106,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0.662,1,123,4,2,0,2
0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.118,5.543,1,124,4,1,1,2
35,1,1,2,0,0,0,0,0,15,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.934,4.335,1,119,4,2,2,2
56,1,1,3,0,0,0,0,0,30,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.848,11.198,2,110,5,1,2,1
84,1,1,4,0,0,0,0,15,30,2,1,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.017,8.471,3,120,2,2,2,2
108,1,1,5,0,0,0,0,15,40,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868,3.419,1,112,5,1,2,2
155,1,2,6,0,0,0,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.314,64.077,16,124,4,2,1,2
198,1,2,7,0,0,0,1,0,15,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.501,15.536,4,93,3,2,2,2
238,1,2,8,0,0,0,1,0,30,1,2,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.307,29.811,8,96,1,2,1,2
282,1,2,9,0,0,0,1,0,40,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.697,8.033,3,93,3,2,2,1
319,1,2,10,0,0,0,1,15,40,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.474,6.935,1,116,5,1,2,1
343,1,2,11,0,0,0,1,30,40,1,2,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,26.331,26.915,7,93,3,2,2,1
391,1,2,12,0,0,0,1,40,40,1,2,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.018,14.897,5,99,2,2,2,1
428,1,2,13,0,0,0,1,41,40,1,1,6,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.63,1,129,5,1,0,1
456,1,3,14,0,0,1,1,0,0,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.295,20.375,5,89,2,2,2,2
498,1,3,15,0,0,1,1,0,15,2,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.083,4.933,1,106,4,1,1,2
540,1,3,16,0,0,1,1,0,30,2,2,6,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.805,15.149,5,99,3,2,2,2
581,1,3,17,0,0,1,1,0,40,2,2,6,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.64,14.975,5,101,4,2,1,2
695,1,4,18,0,0,1,2,0,0,1,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.016,33.222,8,95,4,2,2,2
736,1,4,19,0,0,1,2,0,15,1,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.746,14.996,1,125,4,2,1,1
758,1,4,20,0,0,1,2,15,15,1,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.889,11.485,3,103,1,2,1,1
795,1,4,21,0,0,1,2,30,15,1,1,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.752,17.696,4,118,4,2,2,2
822,1,4,22,0,0,1,2,30,30,1,1,9,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0.821,1,127,4,2,0,1
854,1,4,23,0,0,1,2,40,30,1,2,10,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.594,18.094,5,98,1,2,2,1
902,1,5,24,0,0,2,2,0,0,2,1,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.361,37.42,9,123,2,1,1,2
940,1,5,25,0,0,2,2,0,15,2,1,10,15,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.3,25.855,5,120,4,1,1,2
991,1,5,26,0,0,2,2,0,30,2,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.191,6.889,1,125,4,2,1,2
1011,1,5,27,0,0,2,2,0,40,2,2,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.668,8.531,2,87,3,2,1,1
1050,1,5,28,0,0,2,2,15,40,2,1,11,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.102,5.715,1,111,5,1,2,2
1154,1,6,29,0,0,2,3,0,0,1,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.585,10.4,1,115,5,1,1,1
1178,1,6,30,0,0,2,3,15,0,1,2,12,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.49,10.75,2,94,3,2,2,2
1211,1,6,31,0,0,2,3,15,15,1,1,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.034,86.343,11,118,5,1,1,1
1254,1,6,32,0,0,2,3,30,15,1,2,13,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.266,40.834,14,93,3,2,2,2
1343,1,6,33,0,0,2,3,30,30,1,2,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.713,9.732,2,103,2,2,1,2
1374,1,6,34,0,0,2,3,30,40,1,2,13,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,93.981,106.802,26,97,1,2,1,2
1350,1,7,35,0,0,2,4,0,0,2,1,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.632,10.255,1,119,4,1,2,2
1377,1,7,36,0,0,2,4,0,15,2,1,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.036,5.52,1,125,3,2,0,2
1399,1,7,37,0,0,2,4,0,30,2,2,14,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.641,13.226,4,84,2,2,2,1
1566,1,7,38,0,0,2,4,15,30,2,2,15,23,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.901,7.664,2,88,1,2,2,1
1614,1,7,39,0,0,2,4,30,30,2,2,15,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.718,13.151,3,90,5,2,1,2
1659,1,7,40,0,0,2,4,30,40,2,1,15,25,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.739,11.803,3,119,4,2,2,2
1763,1,8,41,0,0,2,5,0,0,1,1,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.996,6.645,1,116,5,1,1,1
1778,1,8,42,0,0,2,5,15,0,1,2,16,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48.674,44.656,12,90,3,2,1,2
1826,1,8,43,0,0,2,5,15,15,1,2,17,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.248,28.045,7,98,4,2,2,1
1872,1,8,44,0,0,2,5,30,15,1,2,17,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.599,73.619,18,100,3,2,2,2
1933,1,8,45,0,0,2,5,30,30,1,2,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,6.368,1,102,1,2,1,1
1965,1,8,46,0,0,2,5,40,30,1,2,19,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,5.417,1,99,1,2,1,1
2023,1,9,47,0,0,3,5,0,0,2,1,20,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.547,15.836,4,124,4,2,1,1
2054,1,9,48,0,0,3,5,15,0,2,1,20,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41.221,25.991,7,124,5,1,2,2
2096,1,9,49,0,0,3,5,15,15,2,2,20,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.52,20.657,5,91,2,2,2,2
2143,1,9,50,0,0,3,5,15,30,2,1,20,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49.657,33.85,11,123,5,2,2,2
2190,1,9,51,0,0,3,5,15,40,2,2,20,31,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.846,29.508,7,101,3,2,2,2
2363,2,1,52,0,1,0,0,0,0,1,2,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.968,4.897,1,101,1,2,1,1
2391,2,1,53,0,1,0,0,15,0,1,2,22,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.934,32.883,9,95,3,1,2,1
2440,2,1,54,0,1,0,0,30,0,1,1,22,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.911,7.211,2,120,2,2,2,2
2464,2,1,55,0,1,0,0,30,15,1,2,22,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.482,20.688,4,106,2,1,2,2
2506,2,1,56,0,1,0,0,30,30,1,2,22,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.716,36.351,8,104,5,1,2,2
2550,2,1,57,0,1,0,0,30,40,1,2,23,34,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,54.625,55.126,9,101,4,2,2,1
2606,2,1,58,0,1,0,0,40,40,1,2,23,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.283,11.317,2,93,2,2,1,2
2643,2,1,59,0,1,0,0,40,41,1,2,24,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,27.008,33.133,7,89,5,1,2,1
2689,2,1,60,0,1,0,0,40,40,1,2,24,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.19,17.428,4,95,2,2,1,2
2731,2,1,61,0,1,0,0,40,41,1,2,24,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,48.608,50.068,12,91,2,2,1,2
2815,2,2,62,0,1,0,1,0,0,2,1,24,38,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.25,16.744,5,117,3,1,2,2
2844,2,2,63,0,1,0,1,0,15,2,2,24,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.894,24.201,7,107,4,2,1,2
2892,2,2,64,0,1,0,1,0,30,2,1,24,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.567,9.024,1,106,5,1,1,2
2915,2,2,65,0,1,0,1,0,40,2,1,24,41,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298,1.148,1,117,4,2,0,2
2953,2,3,66,0,1,0,2,0,0,1,1,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.867,59.716,12,120,4,2,2,2
2991,2,3,67,0,1,0,2,0,15,1,1,25,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.276,39.057,5,119,4,2,2,1
3019,2,3,68,0,1,0,2,15,15,1,1,25,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.788,21.339,2,112,5,2,1,2
3037,2,3,69,0,1,0,2,15,30,1,2,26,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.034,11.134,3,94,5,2,1,1
3077,2,3,70,0,1,0,2,30,30,1,1,26,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.339,26.114,6,117,5,1,2,2
3106,2,3,71,0,1,0,2,30,40,1,2,26,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65.088,64.254,18,95,5,2,2,2
3265,2,4,72,0,1,0,3,0,0,2,1,26,46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.36,17.976,7,122,2,2,2,2
3298,2,4,73,0,1,0,3,0,15,2,2,27,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.115,7.479,2,101,4,2,1,1
3337,2,4,74,0,1,0,3,15,15,2,1,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.801,4.794,1,125,4,2,2,2
3362,2,4,75,0,1,0,3,15,30,2,1,27,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,0.694,1,120,4,1,0,2
3377,2,4,76,0,1,0,3,15,40,2,1,27,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.997,6.176,1,105,5,1,2,2
3411,2,5,77,0,1,0,4,0,0,1,2,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.808,47.068,11,99,2,2,1,1
3456,2,5,78,0,1,0,4,15,0,1,1,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.816,29.959,3,110,4,2,2,1
3483,2,5,79,0,1,0,4,30,0,1,1,29,50,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52.548,82.441,14,115,1,2,1,2
3528,2,5,80,0,1,0,4,30,15,1,2,30,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.649,10.726,3,95,5,2,2,1
3562,2,5,81,0,1,0,4,40,15,1,2,30,51,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.491,13.207,4,93,4,2,1,2
3599,2,5,82,0,1,0,4,40,30,1,1,30,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.142,10.085,2,106,3,2,2,2
3621,2,5,83,0,1,0,4,40,40,1,1,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.338,6.022,1,128,4,2,1,1
3642,2,5,84,0,1,0,4,41,40,1,2,32,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.057,4.034,1,96,3,2,1,1
3756,2,6,85,0,1,1,4,0,0,2,2,32,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.705,19.998,5,94,5,2,2,2
3799,2,6,86,0,1,1,4,0,15,2,1,32,54,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.908,21.083,5,124,1,2,1,2
3826,2,6,87,0,1,1,4,0,30,2,2,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.622,2.755,1,96,4,2,2,2
3872,2,6,88,0,1,1,4,0,40,2,2,33,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.218,0.533,0,0,4,2,0,1
3910,2,6,89,0,1,1,4,15,40,2,1,33,56,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.059,4.296,1,124,4,2,0,2
3940,2,7,90,0,1,1,5,0,0,1,1,33,57,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.648,37.057,10,122,4,2,2,2
3975,2,7,91,0,1,1,5,0,15,1,2,33,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.349,19.391,4,90,5,2,1,2
4012,2,7,92,0,1,1,5,0,30,1,2,33,59,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,42.471,34.564,8,99,1,2,1,2
4061,2,7,93,0,1,1,5,0,40,1,1,33,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12.278,12.532,4,125,5,2,1,2
4302,3,1,94,0,2,0,0,0,0,2,1,33,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144,1.41,1,105,5,1,0,2
4321,3,1,95,0,2,0,0,0,15,2,1,33,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,4.508,1,116,4,2,1,2
4339,3,1,96,0,2,0,0,0,30,2,1,33,63,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.114,12.892,5,108,5,2,2,2
4365,3,1,97,0,2,0,0,0,40,2,2,34,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.661,16.581,4,103,4,2,2,1
4403,3,1,98,0,2,0,0,15,40,2,1,35,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.031,15.616,2,106,3,2,2,1
4428,3,1,99,0,2,0,0,30,40,2,1,35,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.638,10.317,1,122,1,1,2,2
4476,3,2,100,0,2,0,1,0,0,1,1,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915,7.451,1,125,4,1,2,1
4495,3,2,101,0,2,0,1,15,0,1,1,37,64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0.942,1,118,5,1,0,1
4513,3,2,102,0,2,0,1,30,0,1,1,38,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.551,7.028,1,125,4,2,1,1
4530,3,2,103,0,2,0,1,40,0,1,2,39,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.395,39.309,11,94,3,2,2,1
4591,3,3,104,0,2,1,1,0,0,2,1,39,65,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.749,15.688,5,107,5,2,2,2
4620,3,3,105,0,2,1,1,0,15,2,1,39,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.162,4.715,1,118,4,2,1,2
4639,3,3,106,0,2,1,1,0,30,2,2,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.215,4.26,2,92,3,2,1,1
4680,3,3,107,0,2,1,1,15,30,2,1,40,67,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0.596,1,118,4,1,0,2
4703,3,3,108,0,2,1,1,15,40,2,1,40,68,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.038,5.453,1,113,5,1,1,2
4801,3,4,109,0,2,1,2,0,0,1,2,41,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.362,24.198,7,105,2,1,2,1
4859,3,4,110,0,2,1,2,15,0,1,2,42,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.154,10.922,3,87,3,2,2,1
4895,3,4,111,0,2,1,2,30,0,1,2,42,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.568,20.294,6,99,2,2,2,2
4932,3,4,112,0,2,1,2,30,15,1,1,43,69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.901,1,127,4,1,0,1
4956,3,4,113,0,2,1,2,40,15,1,1,44,69,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.657,31.369,7,127,4,2,2,1
5005,3,5,114,0,2,2,2,0,0,2,1,44,70,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.33,6.467,3,109,5,1,1,2
5029,3,5,115,0,2,2,2,0,15,2,1,44,71,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.007,8.026,3,124,3,2,0,2
4950,3,5,116,0,2,2,2,0,30,2,2,45,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.676,55.78,14,92,2,2,2,1
5027,3,5,117,0,2,2,2,15,30,2,1,45,72,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.986,7.477,3,122,5,2,0,2
5179,3,5,118,0,2,2,2,15,40,2,1,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.361,22.023,6,115,3,2,1,1
5216,3,5,119,0,2,2,2,30,40,2,1,46,73,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.977,17.657,3,118,4,1,2,2
5325,3,6,120,0,2,2,3,0,0,1,1,47,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.048,29.361,7,113,3,2,1,1
5356,3,6,121,0,2,2,3,15,0,1,1,48,73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,1.789,1,127,4,1,0,1
5380,3,6,122,0,2,2,3,30,0,1,1,49,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.124,28.458,5,128,2,1,2,1
5411,3,6,123,0,2,2,3,40,0,1,2,50,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.344,4.199,1,98,3,2,1,1
5454,3,7,124,0,2,3,3,0,0,2,1,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.703,7.529,1,110,5,1,1,2
5474,3,7,125,0,2,3,3,0,15,2,1,50,75,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.183,10.984,3,118,4,2,2,2
5497,3,7,126,0,2,3,3,0,30,2,1,50,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.089,14.04,5,122,1,2,2,2
5525,3,7,127,0,2,3,3,0,40,2,1,50,77,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259,0.837,1,124,5,1,0,2
5624,3,8,128,0,2,3,4,0,0,1,2,51,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,32.356,9,99,2,2,2,1
